filename,writer_id,character,round,char_class
Hamza_uc_A_r01.png,Hamza,uc_A,r01,auto
Hamza_uc_A_r02.png,Hamza,uc_A,r02,auto
Hamza_uc_A_r03.png,Hamza,uc_A,r03,auto
Hamza_uc_A_r04.png,Hamza,uc_A,r04,auto
Hamza_uc_A_r05.png,Hamza,uc_A,r05,auto
Hamza_uc_B_r01.png,Hamza,uc_B,r01,auto
Hamza_uc_B_r02.png,Hamza,uc_B,r02,auto
Hamza_uc_B_r03.png,Hamza,uc_B,r03,auto
Hamza_uc_B_r04.png,Hamza,uc_B,r04,auto
Hamza_uc_B_r05.png,Hamza,uc_B,r05,auto
Hamza_uc_C_r01.png,Hamza,uc_C,r01,auto
Hamza_uc_C_r02.png,Hamza,uc_C,r02,auto
Hamza_uc_C_r03.png,Hamza,uc_C,r03,auto
Hamza_uc_C_r04.png,Hamza,uc_C,r04,auto
Hamza_uc_C_r05.png,Hamza,uc_C,r05,auto
Hamza_uc_D_r01.png,Hamza,uc_D,r01,auto
Hamza_uc_D_r02.png,Hamza,uc_D,r02,auto
Hamza_uc_D_r03.png,Hamza,uc_D,r03,auto
Hamza_uc_D_r04.png,Hamza,uc_D,r04,auto
Hamza_uc_D_r05.png,Hamza,uc_D,r05,auto
Hamza_uc_E_r01.png,Hamza,uc_E,r01,auto
Hamza_uc_E_r02.png,Hamza,uc_E,r02,auto
Hamza_uc_E_r03.png,Hamza,uc_E,r03,auto
Hamza_uc_E_r04.png,Hamza,uc_E,r04,auto
Hamza_uc_E_r05.png,Hamza,uc_E,r05,auto
Hamza_uc_F_r01.png,Hamza,uc_F,r01,auto
Hamza_uc_F_r02.png,Hamza,uc_F,r02,auto
Hamza_uc_F_r03.png,Hamza,uc_F,r03,auto
Hamza_uc_F_r04.png,Hamza,uc_F,r04,auto
Hamza_uc_F_r05.png,Hamza,uc_F,r05,auto
Hamza_uc_G_r01.png,Hamza,uc_G,r01,auto
Hamza_uc_G_r02.png,Hamza,uc_G,r02,auto
Hamza_uc_G_r03.png,Hamza,uc_G,r03,auto
Hamza_uc_G_r04.png,Hamza,uc_G,r04,auto
Hamza_uc_G_r05.png,Hamza,uc_G,r05,auto
Hamza_uc_H_r01.png,Hamza,uc_H,r01,auto
Hamza_uc_H_r02.png,Hamza,uc_H,r02,auto
Hamza_uc_H_r03.png,Hamza,uc_H,r03,auto
Hamza_uc_H_r04.png,Hamza,uc_H,r04,auto
Hamza_uc_H_r05.png,Hamza,uc_H,r05,auto
Hamza_uc_I_r01.png,Hamza,uc_I,r01,auto
Hamza_uc_I_r02.png,Hamza,uc_I,r02,auto
Hamza_uc_I_r03.png,Hamza,uc_I,r03,auto
Hamza_uc_I_r04.png,Hamza,uc_I,r04,auto
Hamza_uc_I_r05.png,Hamza,uc_I,r05,auto
Hamza_uc_J_r01.png,Hamza,uc_J,r01,auto
Hamza_uc_J_r02.png,Hamza,uc_J,r02,auto
Hamza_uc_J_r03.png,Hamza,uc_J,r03,auto
Hamza_uc_J_r04.png,Hamza,uc_J,r04,auto
Hamza_uc_J_r05.png,Hamza,uc_J,r05,auto
Hamza_uc_K_r01.png,Hamza,uc_K,r01,auto
Hamza_uc_K_r02.png,Hamza,uc_K,r02,auto
Hamza_uc_K_r03.png,Hamza,uc_K,r03,auto
Hamza_uc_K_r04.png,Hamza,uc_K,r04,auto
Hamza_uc_K_r05.png,Hamza,uc_K,r05,auto
Hamza_uc_L_r01.png,Hamza,uc_L,r01,auto
Hamza_uc_L_r02.png,Hamza,uc_L,r02,auto
Hamza_uc_L_r03.png,Hamza,uc_L,r03,auto
Hamza_uc_L_r04.png,Hamza,uc_L,r04,auto
Hamza_uc_L_r05.png,Hamza,uc_L,r05,auto
Hamza_uc_M_r01.png,Hamza,uc_M,r01,auto
Hamza_uc_M_r02.png,Hamza,uc_M,r02,auto
Hamza_uc_M_r03.png,Hamza,uc_M,r03,auto
Hamza_uc_M_r04.png,Hamza,uc_M,r04,auto
Hamza_uc_M_r05.png,Hamza,uc_M,r05,auto
Hamza_uc_N_r01.png,Hamza,uc_N,r01,auto
Hamza_uc_N_r02.png,Hamza,uc_N,r02,auto
Hamza_uc_N_r03.png,Hamza,uc_N,r03,auto
Hamza_uc_N_r04.png,Hamza,uc_N,r04,auto
Hamza_uc_N_r05.png,Hamza,uc_N,r05,auto
Hamza_uc_O_r01.png,Hamza,uc_O,r01,auto
Hamza_uc_O_r02.png,Hamza,uc_O,r02,auto
Hamza_uc_O_r03.png,Hamza,uc_O,r03,auto
Hamza_uc_O_r04.png,Hamza,uc_O,r04,auto
Hamza_uc_O_r05.png,Hamza,uc_O,r05,auto
Hamza_uc_P_r01.png,Hamza,uc_P,r01,auto
Hamza_uc_P_r02.png,Hamza,uc_P,r02,auto
Hamza_uc_P_r03.png,Hamza,uc_P,r03,auto
Hamza_uc_P_r04.png,Hamza,uc_P,r04,auto
Hamza_uc_P_r05.png,Hamza,uc_P,r05,auto
Hamza_uc_Q_r01.png,Hamza,uc_Q,r01,auto
Hamza_uc_Q_r02.png,Hamza,uc_Q,r02,auto
Hamza_uc_Q_r03.png,Hamza,uc_Q,r03,auto
Hamza_uc_Q_r04.png,Hamza,uc_Q,r04,auto
Hamza_uc_Q_r05.png,Hamza,uc_Q,r05,auto
Hamza_uc_R_r01.png,Hamza,uc_R,r01,auto
Hamza_uc_R_r02.png,Hamza,uc_R,r02,auto
Hamza_uc_R_r03.png,Hamza,uc_R,r03,auto
Hamza_uc_R_r04.png,Hamza,uc_R,r04,auto
Hamza_uc_R_r05.png,Hamza,uc_R,r05,auto
Hamza_uc_S_r01.png,Hamza,uc_S,r01,auto
Hamza_uc_S_r02.png,Hamza,uc_S,r02,auto
Hamza_uc_S_r03.png,Hamza,uc_S,r03,auto
Hamza_uc_S_r04.png,Hamza,uc_S,r04,auto
Hamza_uc_S_r05.png,Hamza,uc_S,r05,auto
Hamza_uc_T_r01.png,Hamza,uc_T,r01,auto
Hamza_uc_T_r02.png,Hamza,uc_T,r02,auto
Hamza_uc_T_r03.png,Hamza,uc_T,r03,auto
Hamza_uc_T_r04.png,Hamza,uc_T,r04,auto
Hamza_uc_T_r05.png,Hamza,uc_T,r05,auto
Hamza_uc_U_r01.png,Hamza,uc_U,r01,auto
Hamza_uc_U_r02.png,Hamza,uc_U,r02,auto
Hamza_uc_U_r03.png,Hamza,uc_U,r03,auto
Hamza_uc_U_r04.png,Hamza,uc_U,r04,auto
Hamza_uc_U_r05.png,Hamza,uc_U,r05,auto
Hamza_uc_V_r01.png,Hamza,uc_V,r01,auto
Hamza_uc_V_r02.png,Hamza,uc_V,r02,auto
Hamza_uc_V_r03.png,Hamza,uc_V,r03,auto
Hamza_uc_V_r04.png,Hamza,uc_V,r04,auto
Hamza_uc_V_r05.png,Hamza,uc_V,r05,auto
Hamza_uc_W_r01.png,Hamza,uc_W,r01,auto
Hamza_uc_W_r02.png,Hamza,uc_W,r02,auto
Hamza_uc_W_r03.png,Hamza,uc_W,r03,auto
Hamza_uc_W_r04.png,Hamza,uc_W,r04,auto
Hamza_uc_W_r05.png,Hamza,uc_W,r05,auto
Hamza_uc_X_r01.png,Hamza,uc_X,r01,auto
Hamza_uc_X_r02.png,Hamza,uc_X,r02,auto
Hamza_uc_X_r03.png,Hamza,uc_X,r03,auto
Hamza_uc_X_r04.png,Hamza,uc_X,r04,auto
Hamza_uc_X_r05.png,Hamza,uc_X,r05,auto
Hamza_uc_Y_r01.png,Hamza,uc_Y,r01,auto
Hamza_uc_Y_r02.png,Hamza,uc_Y,r02,auto
Hamza_uc_Y_r03.png,Hamza,uc_Y,r03,auto
Hamza_uc_Y_r04.png,Hamza,uc_Y,r04,auto
Hamza_uc_Y_r05.png,Hamza,uc_Y,r05,auto
Hamza_uc_Z_r01.png,Hamza,uc_Z,r01,auto
Hamza_uc_Z_r02.png,Hamza,uc_Z,r02,auto
Hamza_uc_Z_r03.png,Hamza,uc_Z,r03,auto
Hamza_uc_Z_r04.png,Hamza,uc_Z,r04,auto
Hamza_uc_Z_r05.png,Hamza,uc_Z,r05,auto
Hamza_lc_a_r01.png,Hamza,lc_a,r01,auto
Hamza_lc_a_r02.png,Hamza,lc_a,r02,auto
Hamza_lc_a_r03.png,Hamza,lc_a,r03,auto
Hamza_lc_a_r04.png,Hamza,lc_a,r04,auto
Hamza_lc_a_r05.png,Hamza,lc_a,r05,auto
Hamza_lc_b_r01.png,Hamza,lc_b,r01,auto
